site_location,bath,balcony,price,bhk,price_per_sqft,new_total_sqft,_site_location
5th Phase JP Nagar,2,2,60,2,5581.395349,1075,5th Phase JP Nagar
Bellandur,2,2,83.5,2,6626.984127,1260,Bellandur
Yelahanka,2,1,48.72,3,3800.312012,1282,Yelahanka
Tumkur Road,2,1,60,4,5454.545455,1100,Tumkur Road
Green Glen Layout,3,3,125,3,7280.139779,1717,Green Glen Layout
other,2,2,46,2,4227.941176,1088,other
Raja Rajeshwari Nagar,2,1,56,3,4194.756554,1335,Raja Rajeshwari Nagar
Vidyaranyapura,2,1,42,2,3500,1200,Vidyaranyapura
Garudachar Palya,2,2,60,3,4528.301887,1325,Garudachar Palya
JP Nagar,2,1,73,2,6309.420916,1157,JP Nagar
KR Puram,0,2,121,4,5300.043802,2283,KR Puram
Sahakara Nagar,2,1,54,2,4500,1200,Sahakara Nagar
Pai Layout,2,2,65,3,4304.635762,1510,Pai Layout
Bommanahalli,2,2,54,2,5142.857143,1050,Bommanahalli
other,2,2,45,2,3750,1200,other
Binny Pete,3,1,147,3,9696.569921,1516,Binny Pete
Indira Nagar,6,2,475,6,19791.66667,2400,Indira Nagar
Channasandra,2,1,44.41,2,4229.52381,1050,Channasandra
Hegde Nagar,2,0,66,2,6600,1000,Hegde Nagar
9th Phase JP Nagar,2,2,35,2,3333.333333,1050,9th Phase JP Nagar
JP Nagar,5,2,110,4,18333.33333,600,JP Nagar
BEML Layout,2,1,65,2,5443.886097,1194,BEML Layout
Ananth Nagar,3,2,62,4,10333.33333,600,Ananth Nagar
Hormavu,2,3,69,2,5702.479339,1210,Hormavu
Whitefield,3,1,110,3,6626.506024,1660,Whitefield
Malleshwaram,2,3,125,2,8865.248227,1410,Malleshwaram
Electronics City Phase 1,2,1,67,2,5134.099617,1305,Electronics City Phase 1
other,6,2,101,6,5611.111111,1800,other
Bannerghatta Road,2,3,53,2,4394.693201,1206,Bannerghatta Road
Kambipura,2,1,49,2,5549.263873,883,Kambipura
Bannerghatta Road,2,2,55,2,4782.608696,1150,Bannerghatta Road
other,2,2,65,2,5909.090909,1100,other
Banashankari Stage II,2,1,125,2,10040.16064,1245,Banashankari Stage II
Cooke Town,3,3,110,3,5945.945946,1850,Cooke Town
Hoodi,4,1,220,4,6499.261448,3385,Hoodi
Sompura,3,2,85,4,3953.488372,2150,Sompura
Hebbal,3,1,390,3,10012.83697,3895,Hebbal
other,2,2,55,2,5314.009662,1035,other
other,3,2,72,2,12000,600,other
other,3,3,75,3,6250,1200,other
Hennur Road,2,1,69.18,2,5989.61039,1155,Hennur Road
other,6,2,235,7,19583.33333,1200,other
Electronics City Phase 1,1,0,30.12,1,3989.403974,755,Electronics City Phase 1
Ramamurthy Nagar,2,2,35,2,3645.833333,960,Ramamurthy Nagar
other,1,1,20,1,4444.444444,450,other
other,5,2,680,5,17000,4000,other
Raja Rajeshwari Nagar,3,3,53.12,3,3381.285805,1571,Raja Rajeshwari Nagar
Sarjapur  Road,3,2,119,3,7037.256062,1691,Sarjapur  Road
Kanakapura,2,1,70,3,4701.141706,1489,Kanakapura
Kengeri Satellite Town,2,1,32,2,4000,800,Kengeri Satellite Town
Jalahalli,2,2,60,3,6122.44898,980,Jalahalli
Bannerghatta Road,2,1,65,2,5349.794239,1215,Bannerghatta Road
Electronic City Phase II,2,1,26.5,2,2908.891328,911,Electronic City Phase II
Bellandur,3,2,90,3,5863.192182,1535,Bellandur
5th Block Hbr Layout,5,2,205,5,17083.33333,1200,5th Block Hbr Layout
R.T. Nagar,2,1,70,3,4666.666667,1500,R.T. Nagar
Brookefield,2,3,58,2,3652.392947,1588,Brookefield
Horamavu Banaswadi,4,2,68,4,10074.07407,675,Horamavu Banaswadi
Kannamangala,2,2,56,2,5851.619645,957,Kannamangala
Electronic City Phase II,2,1,34.65,2,2887.5,1200,Electronic City Phase II
other,2,2,52.33,3,3500.334448,1495,other
Bisuvanahalli,2,0,34,2,4023.668639,845,Bisuvanahalli
Padmanabhanagar,4,2,350,4,11666.66667,3000,Padmanabhanagar
Sarjapur  Road,4,1,180,3,8159.564823,2206,Sarjapur  Road
Kasavanhalli,2,1,61,2,5165.11431,1181,Kasavanhalli
Sarjapur  Road,2,3,69.5,2,5309.396486,1309,Sarjapur  Road
Horamavu Agara,3,3,63,3,4500,1400,Horamavu Agara
other,5,1,450,5,27272.72727,1650,other
Kanakpura Road,3,2,95,3,5856.966708,1622,Kanakpura Road
CV Raman Nagar,2,2,48,2,3918.367347,1225,CV Raman Nagar
other,3,3,95,3,5526.468877,1719,other
Abbigere,2,1,40.8,2,4100.502513,995,Abbigere
Mahadevpura,2,2,53,2,4732.142857,1120,Mahadevpura
Bellandur,2,1,75,2,7163.323782,1047,Bellandur
Devanahalli,3,3,59.96,3,4090.040928,1466,Devanahalli
Sarjapur  Road,3,2,100,3,5913.660556,1691,Sarjapur  Road
Chandapura,2,2,28.47,2,3250,876,Chandapura
CV Raman Nagar,3,1,135,3,8137.432188,1659,CV Raman Nagar
Whitefield,2,1,105,2,8267.716535,1270,Whitefield
8th Phase JP Nagar,2,3,50.75,3,3999.211978,1269,8th Phase JP Nagar
Kammanahalli,3,2,80,2,6666.666667,1200,Kammanahalli
Budigere,2,2,56.5,2,4900.260191,1153,Budigere
Whitefield,2,2,69.5,2,5285.171103,1315,Whitefield
Hebbal Kempapura,4,2,198,4,7967.806841,2485,Hebbal Kempapura
Tumkur Road,3,1,85.86,3,6341.211226,1354,Tumkur Road
Whitefield,3,1,130,4,9672.619048,1344,Whitefield
Yelahanka,2,1,55,2,4661.016949,1180,Yelahanka
Jalahalli,2,2,68,2,5178.979436,1313,Jalahalli
Nehru Nagar,2,2,50,2,4545.454545,1100,Nehru Nagar
Nagarbhavi,4,1,78,4,13000,600,Nagarbhavi
Basaveshwara Nagar,3,0,190,3,15833.33333,1200,Basaveshwara Nagar
other,3,3,78,6,12480,625,other
Vishwapriya Layout,2,3,37,2,4157.303371,890,Vishwapriya Layout
Whitefield,2,1,78.2,2,6666.666667,1173,Whitefield
other,2,1,55,2,4621.848739,1190,other
Green Glen Layout,2,0,75,2,6000,1250,Green Glen Layout
Hoodi,3,3,80.51,3,4897.201946,1644,Hoodi
Yelahanka New Town,3,2,150,3,8620.689655,1740,Yelahanka New Town
Jakkur,3,2,110,3,6432.748538,1710,Jakkur
5th Phase JP Nagar,4,2,130,4,13000,1000,5th Phase JP Nagar
Hebbal,3,2,155,3,9326.113117,1662,Hebbal
other,2,1,48,2,4130.80895,1162,other
Whitefield,2,3,85,2,6240.82232,1362,Whitefield
other,1,1,22.5,1,4166.666667,540,other
Thanisandra,3,0,75.885,3,4950.097847,1533,Thanisandra
other,4,1,62,5,6888.888889,900,other
Sarjapur  Road,4,2,135,4,10800,1250,Sarjapur  Road
Begur Road,2,3,54.99,3,3900,1410,Begur Road
Chikka Tirupathi,5,3,125,4,4690.43152,2665,Chikka Tirupathi
other,2,0,45,2,4639.175258,970,other
other,6,3,101,6,5614.230128,1799,other
other,6,1,300,6,20000,1500,other
Uttarahalli,4,3,155,4,12916.66667,1200,Uttarahalli
Haralur Road,3,2,97.83,3,5404.972376,1810,Haralur Road
other,2,1,51,2,4704.797048,1084,other
other,3,2,85,3,5666.666667,1500,other
Uttarahalli,2,1,56,3,4216.86747,1328,Uttarahalli
Marathahalli,2,2,90,3,6060.606061,1485,Marathahalli
Pai Layout,2,2,58,3,3866.666667,1500,Pai Layout
R.T. Nagar,2,2,85,2,7727.272727,1100,R.T. Nagar
other,2,2,73,3,5367.647059,1360,other
1st Phase JP Nagar,2,1,75,2,8333.333333,900,1st Phase JP Nagar
other,3,3,86,3,14333.33333,600,other
Electronic City Phase II,2,1,54.48,2,5284.190107,1031,Electronic City Phase II
Whitefield,2,0,38.19,2,3998.95288,955,Whitefield
Uttarahalli,2,2,36.4,2,3500,1040,Uttarahalli
KR Puram,6,1,110,7,3928.571429,2800,KR Puram
Kothannur,2,1,56.15,3,3999.287749,1404,Kothannur
Haralur Road,2,2,46,2,3833.333333,1200,Haralur Road
Yelahanka,3,1,78,2,6156.274665,1267,Yelahanka
Bannerghatta Road,2,3,110,3,7284.768212,1510,Bannerghatta Road
Kanakpura Road,2,1,42,2,4666.666667,900,Kanakpura Road
Whitefield,2,2,105,3,7206.588881,1457,Whitefield
Iblur Village,4,2,268,4,7452.72525,3596,Iblur Village
8th Phase JP Nagar,3,2,80,3,5681.818182,1408,8th Phase JP Nagar
Dodda Nekkundi,2,2,45,2,4477.61194,1005,Dodda Nekkundi
other,4,2,1824,6,6000,30400,other
Electronic City Phase II,1,1,28,2,5137.614679,545,Electronic City Phase II
other,2,1,64,2,5414.551607,1182,other
Talaghattapura,3,0,122,3,5984.79274,2038.5,Talaghattapura
Sarjapur  Road,2,0,80,2,5852.231163,1367,Sarjapur  Road
other,4,2,200,5,16666.66667,1200,other
Judicial Layout,4,3,199,5,18090.90909,1100,Judicial Layout
Sarjapur  Road,3,2,78,3,4984.025559,1565,Sarjapur  Road
Whitefield,3,2,128,3,7441.860465,1720,Whitefield
Doddathoguru,2,3,44,2,3974.706414,1107,Doddathoguru
Yelahanka,2,1,78.19,2,5749.264706,1360,Yelahanka
Anekal,1,1,25,2,4000,625,Anekal
Jalahalli,2,2,145,2,8524.397413,1701,Jalahalli
other,1,0,120,3,8888.888889,1350,other
Hosa Road,2,1,39.95,2,3932.086614,1016,Hosa Road
other,3,1,90,3,6000,1500,other
Akshaya Nagar,2,1,45,2,5000,900,Akshaya Nagar
Sanjay nagar,3,1,150,3,10000,1500,Sanjay nagar
other,2,1,285,3,12434.55497,2292,other
Kereguddadahalli,3,1,42,3,3281.25,1280,Kereguddadahalli
other,4,2,263,4,15028.57143,1750,other
Electronic City,2,1,70,3,4666.666667,1500,Electronic City
Electronic City,2,1,64.5,3,4300,1500,Electronic City
Gottigere,2,2,59,2,4738.955823,1245,Gottigere
Yelahanka,2,1,44,2,4292.682927,1025,Yelahanka
other,3,2,135,3,6940.874036,1945,other
Rajaji Nagar,3,3,245,3,14939.02439,1640,Rajaji Nagar
Hegde Nagar,2,2,80.5,3,5971.810089,1348,Hegde Nagar
Tindlu,2,2,55,2,5000,1100,Tindlu
Kammasandra,3,3,40,3,2475.247525,1616,Kammasandra
Yeshwanthpur,3,3,135,3,7277.628032,1855,Yeshwanthpur
Hennur,2,2,56.5,2,4501.992032,1255,Hennur
HAL 2nd Stage,4,1,500,5,24509.80392,2040,HAL 2nd Stage
5th Phase JP Nagar,4,1,228,4,9500,2400,5th Phase JP Nagar
Kothanur,2,2,59,2,4937.238494,1195,Kothanur
Bannerghatta Road,2,1,35,2,3424.657534,1022,Bannerghatta Road
Hegde Nagar,6,0,98,6,12894.73684,760,Hegde Nagar
Dodda Nekkundi,2,2,52,2,4113.924051,1264,Dodda Nekkundi
Chamrajpet,3,2,115,3,6969.69697,1650,Chamrajpet
Abbigere,2,1,40.8,2,4000,1020,Abbigere
Sarjapur  Road,4,2,242,4,5506.25711,4395,Sarjapur  Road
Bommasandra,2,1,25,2,2631.578947,950,Bommasandra
other,5,3,142,4,5239.852399,2710,other
Hennur Road,3,1,131,3,6766.528926,1936,Hennur Road
other,2,2,58,2,5395.348837,1075,other
Hosur Road,2,1,93,2,7604.25184,1223,Hosur Road
Whitefield,3,1,61.9,3,4126.666667,1500,Whitefield
Hennur,2,2,42.73,2,4069.52381,1050,Hennur
7th Phase JP Nagar,3,2,190,3,9047.619048,2100,7th Phase JP Nagar
2nd Stage Nagarbhavi,4,2,240,5,20000,1200,2nd Stage Nagarbhavi
Uttarahalli,2,1,130,3,7878.787879,1650,Uttarahalli
Whitefield,2,1,78,2,5217.391304,1495,Whitefield
JP Nagar,2,3,82,3,5466.666667,1500,JP Nagar
Koramangala,3,2,260,3,16199.37695,1605,Koramangala
Whitefield,2,2,52,2,4094.488189,1270,Whitefield
Kumaraswami Layout,2,3,60,2,5550.416281,1081,Kumaraswami Layout
Koramangala,2,0,140,3,8750,1600,Koramangala
Kanakpura Road,3,1,118,3,7393.483709,1596,Kanakpura Road
other,6,2,65,6,10833.33333,600,other
Horamavu Agara,3,1,70,3,4495.825305,1557,Horamavu Agara
other,3,3,68,3,4822.695035,1410,other
Sarjapur  Road,4,1,148,3,7459.677419,1984,Sarjapur  Road
Kadugodi,2,3,60,2,5016.722408,1196,Kadugodi
Thanisandra,3,2,112,4,4957.945994,2259,Thanisandra
Kenchenahalli,3,2,100,3,5813.953488,1720,Kenchenahalli
8th Phase JP Nagar,5,2,99,4,16500,600,8th Phase JP Nagar
other,2,1,62.8,2,5000,1256,other
Haralur Road,2,2,46,2,3700.724055,1243,Haralur Road
Electronic City Phase II,2,1,37.83,3,2887.78626,1310,Electronic City Phase II
7th Phase JP Nagar,2,1,57,2,5000,1140,7th Phase JP Nagar
Cooke Town,3,2,260,3,16250,1600,Cooke Town
Kothanur,3,2,120,3,6703.910615,1790,Kothanur
Harlur,2,0,72.76,2,5450.187266,1335,Harlur
Nehru Nagar,3,2,81,3,4838.709677,1674,Nehru Nagar
CV Raman Nagar,2,1,100,5,8333.333333,1200,CV Raman Nagar
other,3,2,79.99,3,4478.723404,1786,other
Vidyaranyapura,3,2,65.25,4,8474.025974,770,Vidyaranyapura
Sarjapur  Road,2,1,47,2,4541.062802,1035,Sarjapur  Road
Whitefield,3,1,103,3,6585.677749,1564,Whitefield
Margondanahalli,2,1,67.76,2,5079.46027,1334,Margondanahalli
other,13,2,3600,10,50349.65035,7150,other
Bommasandra,3,1,53.96,3,3953.113553,1365,Bommasandra
Choodasandra,2,1,50,2,4484.304933,1115,Choodasandra
Jalahalli East,2,1,42.48,2,4164.705882,1020,Jalahalli East
other,2,3,72,3,5259.313367,1369,other
Whitefield,2,2,41,2,3306.451613,1240,Whitefield
Nagarbhavi,3,2,100,4,16666.66667,600,Nagarbhavi
other,2,1,62,2,4372.35543,1418,other
Hebbal,3,2,219,3,9733.333333,2250,Hebbal
Shivaji Nagar,1,1,20,2,4000,500,Shivaji Nagar
KR Puram,2,2,39,2,3823.529412,1020,KR Puram
Yelahanka New Town,2,2,70,2,5426.356589,1290,Yelahanka New Town
Attibele,3,2,90,3,6000,1500,Attibele
Billekahalli,3,3,62,3,4806.20155,1290,Billekahalli
Jalahalli,3,2,115,3,6113.769272,1881,Jalahalli
Jigani,2,2,49.5,2,5249.204666,943,Jigani
Electronic City,2,1,32.93,2,2888.596491,1140,Electronic City
other,2,2,60,2,5797.101449,1035,other
Whitefield,3,1,71,3,4733.333333,1500,Whitefield
other,7,2,988,5,17437.83799,5665.84,other
other,2,1,94.28,2,7652.597403,1232,other
Uttarahalli,2,2,56.12,3,4350.387597,1290,Uttarahalli
Malleshwaram,4,2,306,4,11724.13793,2610,Malleshwaram
Anandapura,3,2,58.7,3,3724.619289,1576,Anandapura
other,2,1,41,2,4183.673469,980,other
Hebbal,6,1,440,4,11000,4000,Hebbal
Sarjapur  Road,2,1,74.03,2,5500,1346,Sarjapur  Road
Hoodi,2,2,55,2,4657.070279,1181,Hoodi
other,6,1,660,4,9921.828022,6652,other
other,2,2,59,2,4514.154552,1307,other
other,2,2,49.86,3,4103.703704,1215,other
Sanjay nagar,2,3,80,2,6779.661017,1180,Sanjay nagar
Amruthahalli,1,1,55,1,9166.666667,600,Amruthahalli
Sarjapur  Road,2,2,50,2,4484.304933,1115,Sarjapur  Road
other,2,2,43.04,2,4199.02439,1025,other
Ramagondanahalli,3,2,131,3,6858.638743,1910,Ramagondanahalli
Gottigere,2,2,50,2,4166.666667,1200,Gottigere
other,4,3,536,4,18356.16438,2920,other
Hebbal,2,1,98,2,7264.640474,1349,Hebbal
Electronics City Phase 1,2,1,60,2,5106.382979,1175,Electronics City Phase 1
2nd Phase Judicial Layout,2,1,40.25,2,3500,1150,2nd Phase Judicial Layout
Old Madras Road,2,1,32.72,2,3499.465241,935,Old Madras Road
Whitefield,2,2,59,3,4202.279202,1404,Whitefield
other,3,2,230,4,8518.518519,2700,other
HSR Layout,2,2,60,2,4987.531172,1203,HSR Layout
Nagavara,3,1,35,3,7954.545455,440,Nagavara
Somasundara Palya,3,3,63,3,4010.184596,1571,Somasundara Palya
other,2,2,46,2,4088.888889,1125,other
Kammasandra,1,1,18.5,1,3032.786885,610,Kammasandra
Ambalipura,2,2,80,2,6677.796327,1198,Ambalipura
Chandapura,3,2,65,3,5416.666667,1200,Chandapura
other,2,2,45,2,3750,1200,other
other,6,1,700,4,10466.50718,6688,other
other,3,2,95,3,5191.256831,1830,other
Kudlu Gate,2,2,61.11,3,4267.458101,1432,Kudlu Gate
Somasundara Palya,2,0,70,3,3043.478261,2300,Somasundara Palya
9th Phase JP Nagar,2,2,69,2,5180.374639,1331.95,9th Phase JP Nagar
Yeshwanthpur,3,3,160,3,8528.784648,1876,Yeshwanthpur
Whitefield,3,2,107,3,6528.370958,1639,Whitefield
Akshaya Nagar,4,2,125,4,10416.66667,1200,Akshaya Nagar
Kanakpura Road,3,2,74.9,3,4498.498498,1665,Kanakpura Road
Kogilu,2,2,50.66,2,4443.859649,1140,Kogilu
Electronic City,4,2,134,4,6402.293359,2093,Electronic City
Kanakpura Road,3,3,60.9,3,4200,1450,Kanakpura Road
TC Palaya,3,3,46.56,3,3500.75188,1330,TC Palaya
other,5,1,350,4,29166.66667,1200,other
Talaghattapura,3,1,84,3,4666.666667,1800,Talaghattapura
other,4,3,183,4,6371.866295,2872,other
other,2,2,65,3,4374.158816,1486,other
Chikkalasandra,1,0,54,3,3789.473684,1425,Chikkalasandra
Raja Rajeshwari Nagar,2,2,42.54,2,3389.641434,1255,Raja Rajeshwari Nagar
Electronic City,2,1,19.5,2,2600,750,Electronic City
Nagarbhavi,2,3,58,2,4734.693878,1225,Nagarbhavi
Badavala Nagar,2,1,90,2,7064.364207,1274,Badavala Nagar
other,9,2,150,9,3260.869565,4600,other
Kathriguppe,3,2,80.99,3,5999.259259,1350,Kathriguppe
other,2,2,64.08,2,5825.454545,1100,other
Whitefield,3,2,139,3,7897.727273,1760,Whitefield
Bommasandra,3,2,110,3,9166.666667,1200,Bommasandra
other,5,3,65,7,3611.111111,1800,other
Chandapura,2,2,28,3,2557.077626,1095,Chandapura
HSR Layout,2,2,46,2,4035.087719,1140,HSR Layout
Raja Rajeshwari Nagar,3,3,64.86,3,4239.215686,1530,Raja Rajeshwari Nagar
Kundalahalli,3,3,140,3,8120.649652,1724,Kundalahalli
Horamavu Agara,2,2,47,2,4442.344045,1058,Horamavu Agara
other,3,2,56,3,3825.136612,1464,other
other,3,3,90,3,4556.962025,1975,other
Sarjapur  Road,2,1,58,2,5215.827338,1112,Sarjapur  Road
other,2,1,90,2,5625,1600,other
Vittasandra,3,2,85,3,5157.76699,1648,Vittasandra
other,2,2,32,2,2909.090909,1100,other
Hoskote,1,1,23,1,4518.664047,509,Hoskote
Talaghattapura,3,3,159,3,7019.86755,2265,Talaghattapura
Malleshpalya,2,2,46,2,3833.333333,1200,Malleshpalya
other,1,1,18,1,3396.226415,530,other
other,2,1,41,2,4059.405941,1010,other
Kaggadasapura,2,2,45,2,3913.043478,1150,Kaggadasapura
Sarjapur  Road,2,2,75,2,5597.014925,1340,Sarjapur  Road
Raja Rajeshwari Nagar,3,1,98,3,5297.297297,1850,Raja Rajeshwari Nagar
Doddathoguru,2,1,40,2,4410.14333,907,Doddathoguru
Benson Town,2,0,280,2,16587.67773,1688,Benson Town
Ulsoor,2,1,130,2,11206.89655,1160,Ulsoor
Pai Layout,2,1,65,3,4062.5,1600,Pai Layout
other,5,1,140,6,7777.777778,1800,other
Iblur Village,5,1,251,4,6979.977753,3596,Iblur Village
Hosur Road,3,2,56,3,3825.136612,1464,Hosur Road
Hennur,2,1,62,2,4787.644788,1295,Hennur
other,2,1,62,2,6126.482213,1012,other
Yelahanka New Town,2,1,48,3,4800,1000,Yelahanka New Town
Channasandra,2,1,32,2,3168.316832,1010,Channasandra
Bharathi Nagar,2,1,85,2,6163.886875,1379,Bharathi Nagar
Kasavanhalli,2,2,75,2,6690.454951,1121,Kasavanhalli
LB Shastri Nagar,2,1,75,2,6250,1200,LB Shastri Nagar
Sarakki Nagar,6,3,349,4,11171.5749,3124,Sarakki Nagar
Bannerghatta Road,2,2,47.35,2,3800.160514,1246,Bannerghatta Road
7th Phase JP Nagar,3,2,90,3,6338.028169,1420,7th Phase JP Nagar
Shivaji Nagar,1,1,65,2,10833.33333,600,Shivaji Nagar
other,2,2,55,2,5045.87156,1090,other
Electronic City,2,1,73,2,5387.453875,1355,Electronic City
Ambedkar Nagar,2,1,94,2,6596.491228,1425,Ambedkar Nagar
Chikkabanavar,7,0,110,8,2750,4000,Chikkabanavar
Electronics City Phase 1,3,2,111,3,6529.411765,1700,Electronics City Phase 1
Talaghattapura,3,2,134,3,6383.992377,2099,Talaghattapura
Yelahanka,5,0,210,5,15789.47368,1330,Yelahanka
Devanahalli,2,1,69.76,3,4589.473684,1520,Devanahalli
other,3,0,140,3,9395.973154,1490,other
Horamavu Banaswadi,2,2,50,2,5000,1000,Horamavu Banaswadi
Sahakara Nagar,2,2,72.3,2,5600.309837,1291,Sahakara Nagar
Kanakpura Road,2,2,67,2,5003.73413,1339,Kanakpura Road
other,2,1,56,2,4210.526316,1330,other
other,4,2,2600,4,28260.86957,9200,other
other,8,0,140,8,11666.66667,1200,other
other,1,1,130,2,7878.787879,1650,other
other,6,3,2800,6,35000,8000,other
Jakkur,2,1,44.75,2,3977.777778,1125,Jakkur
CV Raman Nagar,2,1,62,2,4732.824427,1310,CV Raman Nagar
Bellandur,2,2,40,2,3649.635036,1096,Bellandur
Dasanapura,2,1,43.7,2,5368.550369,814,Dasanapura
Sarjapur  Road,3,2,275,3,7857.142857,3500,Sarjapur  Road
Raja Rajeshwari Nagar,2,2,44,2,3859.649123,1140,Raja Rajeshwari Nagar
other,2,0,75,3,5067.567568,1480,other
Hebbal,6,1,370,4,9250,4000,Hebbal
other,2,3,78,3,5200,1500,other
Sarjapur  Road,3,2,89,3,4810.810811,1850,Sarjapur  Road
other,2,1,36,2,4832.214765,745,other
Whitefield,1,1,48,1,7830.342577,613,Whitefield
other,5,2,325,4,27083.33333,1200,other
Bannerghatta Road,2,1,85,3,5782.312925,1470,Bannerghatta Road
Frazer Town,1,0,100,1,11160.71429,896,Frazer Town
other,2,2,40,1,16000,250,other
other,3,2,125,6,10416.66667,1200,other
Bannerghatta Road,2,2,45,2,3879.310345,1160,Bannerghatta Road
Laggere,9,3,132,7,8301.886792,1590,Laggere
Attibele,1,1,15,1,2884.615385,520,Attibele
other,9,1,75,9,6366.72326,1178,other
Electronic City,2,1,64.99,3,4778.676471,1360,Electronic City
other,2,1,64,2,5541.125541,1155,other
Chandapura,1,1,14.04,1,2700,520,Chandapura
Ambalipura,2,3,150,3,9287.925697,1615,Ambalipura
Raja Rajeshwari Nagar,8,3,215,8,3583.333333,6000,Raja Rajeshwari Nagar
Raja Rajeshwari Nagar,2,2,39,2,3421.052632,1140,Raja Rajeshwari Nagar
other,3,1,77,3,5106.100796,1508,other
Ambedkar Nagar,4,2,150,3,6263.048017,2395,Ambedkar Nagar
Uttarahalli,3,2,57,3,3584.90566,1590,Uttarahalli
Thigalarapalya,4,2,152,3,6862.302483,2215,Thigalarapalya
R.T. Nagar,3,2,130,3,7798.440312,1667,R.T. Nagar
other,2,1,293,3,15396.74199,1903,other
7th Phase JP Nagar,2,1,108,2,7058.823529,1530,7th Phase JP Nagar
Whitefield,3,2,125,3,7225.433526,1730,Whitefield
JP Nagar,2,1,44,2,4198.473282,1048,JP Nagar
Malleshpalya,2,2,52,2,4244.897959,1225,Malleshpalya
other,2,3,70,2,5833.333333,1200,other
Kundalahalli,2,1,65,2,5531.914894,1175,Kundalahalli
Devanahalli,0,2,52.57,1,4890.232558,1075,Devanahalli
Electronic City Phase II,3,1,49.53,3,3000,1651,Electronic City Phase II
8th Phase JP Nagar,2,3,55,3,3666.666667,1500,8th Phase JP Nagar
Doddathoguru,3,3,85,3,4767.246214,1783,Doddathoguru
Kereguddadahalli,2,1,35,2,3448.275862,1015,Kereguddadahalli
other,1,1,200,1,11111.11111,1800,other
Sarjapur  Road,4,1,240,4,8701.957941,2758,Sarjapur  Road
other,5,2,325,4,27083.33333,1200,other
Sarjapur  Road,2,1,70,2,6183.745583,1132,Sarjapur  Road
KR Puram,2,0,75,2,6250,1200,KR Puram
Hoodi,3,0,85,3,5704.697987,1490,Hoodi
Thanisandra,4,2,130,4,6781.429317,1917,Thanisandra
Bhoganhalli,3,2,120,3,7046.388726,1703,Bhoganhalli
Old Madras Road,2,3,45,2,3715.937242,1211,Old Madras Road
Kudlu Gate,2,2,53,2,4045.801527,1310,Kudlu Gate
Marathahalli,2,1,69,2,6020.942408,1146,Marathahalli
Kudlu,2,1,53,2,5091.258405,1041,Kudlu
Whitefield,2,2,58,3,3991.741225,1453,Whitefield
Whitefield,1,1,59,1,6727.480046,877,Whitefield
Kanakapura,2,1,69.5,3,4705.484089,1477,Kanakapura
Frazer Town,2,0,120,2,8450.704225,1420,Frazer Town
other,2,2,360,3,18000,2000,other
other,1,1,185,2,16228.07018,1140,other
Sarjapur  Road,2,2,55,3,3985.507246,1380,Sarjapur  Road
other,2,1,57,2,5205.479452,1095,other
Hoodi,2,0,59.135,2,4698.847835,1258.5,Hoodi
Varthur,3,2,71.58,3,4299.099099,1665,Varthur
KR Puram,2,1,60,2,4819.277108,1245,KR Puram
EPIP Zone,5,2,221,4,6577.380952,3360,EPIP Zone
Electronic City,3,2,201,3,10000,2010,Electronic City
Shivaji Nagar,2,2,60,3,4893.964111,1226,Shivaji Nagar
Uttarahalli,2,1,46.76,2,4349.767442,1075,Uttarahalli
Thanisandra,2,1,65.59,2,5349.918434,1226,Thanisandra
Raja Rajeshwari Nagar,1,1,22,1,4313.72549,510,Raja Rajeshwari Nagar
Budigere,2,2,60,2,5203.816132,1153,Budigere
Kothannur,4,2,45,4,2812.5,1600,Kothannur
LB Shastri Nagar,2,1,49.5,2,4950,1000,LB Shastri Nagar
other,7,2,218,7,15571.42857,1400,other
other,2,1,65,2,5175.159236,1256,other
other,5,2,130,6,10833.33333,1200,other
Sarjapur,3,2,57,3,4000,1425,Sarjapur
Margondanahalli,5,1,125,5,9090.909091,1375,Margondanahalli
Hosur Road,3,2,117,3,6096.925482,1919,Hosur Road
Neeladri Nagar,3,2,103,3,4879.204169,2111,Neeladri Nagar
Bannerghatta Road,2,1,57,2,5876.28866,970,Bannerghatta Road
other,2,2,110,2,8130.081301,1353,other
Jalahalli,2,1,85,3,6049.822064,1405,Jalahalli
Gubbalala,2,2,90,2,7003.891051,1285,Gubbalala
Mahadevpura,2,1,42,2,4000,1050,Mahadevpura
Hebbal,2,1,96.8,2,7175.685693,1349,Hebbal
Sarjapur  Road,2,1,450,4,11111.11111,4050,Sarjapur  Road
other,1,0,26,1,3201.970443,812,other
other,2,2,63.93,3,4439.583333,1440,other
Sarjapur  Road,5,1,195,4,8041.237113,2425,Sarjapur  Road
Sultan Palaya,3,3,80,4,3636.363636,2200,Sultan Palaya
Haralur Road,3,2,112,3,6187.845304,1810,Haralur Road
Cox Town,2,2,140,2,11666.66667,1200,Cox Town
Electronic City,2,1,52,2,4905.660377,1060,Electronic City
Kenchenahalli,2,2,60,2,5911.330049,1015,Kenchenahalli
Whitefield,5,0,154.5,4,5409.663866,2856,Whitefield
Hosakerehalli,6,2,145,5,9666.666667,1500,Hosakerehalli
Kothanur,3,3,71.5,3,4917.469051,1454,Kothanur
other,2,2,48,2,4465.116279,1075,other
Vidyaranyapura,5,3,70,5,9043.927649,774,Vidyaranyapura
Raja Rajeshwari Nagar,2,2,40.14,2,3381.634372,1187,Raja Rajeshwari Nagar
